文件ID,文件名称,文件状态,创建时间,视频时长,视频大小,最近更新,类别,标签,视频地址（原始）,视频地址（原始带水印）,视频地址（手机MP4）,视频地址（标清MP4）,视频地址（高清MP4）,视频地址（超清MP4）,视频地址（手机FLV）,视频地址（标清FLV）,视频地址（高清FLV）,视频地址（手机HLS）,视频地址（标清HLS）,视频地址（高清HLS）,视频地址（超清HLS）,视频含播放器发布HTML,视频含播放器FLASH代码,视频含播放器IFRAME代码,分享（原始）,分享（原始带水印）,分享（手机MP4）,分享（标清MP4）,分享（高清MP4）,分享（超清MP4）,分享（手机FLV）,分享（标清FLV）,分享（高清FLV）,分享（手机HLS）,分享（标清HLS）,分享（高清HLS）,分享（超清HLS）
"	14651978969256244875",LL剧场版,正常,"2016-01-20 19:13:14",5994,"	878222787","2016-01-20 19:55:36",电影,,http://200003447.vod.myqcloud.com/200003447_cbc5d356bf6611e58ef98568e0be8270.f0.mp4,,,http://200003447.vod.myqcloud.com/200003447_cbc5d356bf6611e58ef98568e0be8270.f20.mp4,,,,,,,,http://200003447.vod.myqcloud.com/200003447_cbc5d356bf6611e58ef98568e0be8270.f230.av.m3u8,,"<div id=""id_video_container"" style=""width:100%;height:720px;""></div><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/h5connect.js""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""14651978969256244875"",""app_id"":1251419256,""width"":1280,""height"":720};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container"",option);})()</script>",http://qzonestyle.gtimg.cn/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=14651978969256244875&app_id=1251419256&version=1,"<iframe src=""http://play.video.qcloud.com/iplayer.html?$appid=1251419256&$fileid=14651978969256244875&$autoplay=0&$sw=1280&$sh=720"" frameborder=""0"" width=""100%"" height=""720"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244875&$autoplay=0&$sw=640&$sh=360&$def=20,,,,,,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244875&$autoplay=0&$sw=1280&$sh=720&$def=230,
"	14651978969256244950",01springmvc第一天课程复习,正常,"2016-01-20 19:40:39",2073,"	50898432","2016-01-20 19:55:36",计算机-ChenLi,,http://200003447.vod.myqcloud.com/200003447_40988978bf6a11e5b4088514a45150cb.f0.avi,,,http://200003447.vod.myqcloud.com/200003447_40988978bf6a11e5b4088514a45150cb.f20.mp4,,,,,,,,http://200003447.vod.myqcloud.com/200003447_40988978bf6a11e5b4088514a45150cb.f230.av.m3u8,,"<div id=""id_video_container"" style=""width:100%;height:768px;""></div><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/h5connect.js""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""14651978969256244950"",""app_id"":1251419256,""width"":1360,""height"":768};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container"",option);})()</script>",http://qzonestyle.gtimg.cn/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=14651978969256244950&app_id=1251419256&version=1,"<iframe src=""http://play.video.qcloud.com/iplayer.html?$appid=1251419256&$fileid=14651978969256244950&$autoplay=0&$sw=1360&$sh=768"" frameborder=""0"" width=""100%"" height=""768"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244950&$autoplay=0&$sw=640&$sh=360&$def=20,,,,,,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244950&$autoplay=0&$sw=1280&$sh=722&$def=230,
"	14651978969256244957",02springmvc参数绑定-包装类型pojo参数绑定,正常,"2016-01-20 19:42:10",907,"	30824960","2016-01-20 19:55:36",计算机-ChenLi,,http://200003447.vod.myqcloud.com/200003447_a1f31d46bf6a11e5b4088514a45150cb.f0.avi,,,http://200003447.vod.myqcloud.com/200003447_a1f31d46bf6a11e5b4088514a45150cb.f20.mp4,,,,,,,,http://200003447.vod.myqcloud.com/200003447_a1f31d46bf6a11e5b4088514a45150cb.f230.av.m3u8,,"<div id=""id_video_container"" style=""width:100%;height:768px;""></div><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/h5connect.js""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""14651978969256244957"",""app_id"":1251419256,""width"":1360,""height"":768};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container"",option);})()</script>",http://qzonestyle.gtimg.cn/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=14651978969256244957&app_id=1251419256&version=1,"<iframe src=""http://play.video.qcloud.com/iplayer.html?$appid=1251419256&$fileid=14651978969256244957&$autoplay=0&$sw=1360&$sh=768"" frameborder=""0"" width=""100%"" height=""768"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244957&$autoplay=0&$sw=640&$sh=360&$def=20,,,,,,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244957&$autoplay=0&$sw=1280&$sh=722&$def=230,
"	14651978969256244962",03springmvc注解开发-springmvc参数绑定-数组,正常,"2016-01-20 19:43:22",742,"	23026176","2016-01-20 19:55:35",计算机-ChenLi,,http://200003447.vod.myqcloud.com/200003447_d84226e4bf6a11e58ef98568e0be8270.f0.avi,,,http://200003447.vod.myqcloud.com/200003447_d84226e4bf6a11e58ef98568e0be8270.f20.mp4,,,,,,,,http://200003447.vod.myqcloud.com/200003447_d84226e4bf6a11e58ef98568e0be8270.f230.av.m3u8,,"<div id=""id_video_container"" style=""width:100%;height:768px;""></div><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/h5connect.js""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""14651978969256244962"",""app_id"":1251419256,""width"":1360,""height"":768};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container"",option);})()</script>",http://qzonestyle.gtimg.cn/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=14651978969256244962&app_id=1251419256&version=1,"<iframe src=""http://play.video.qcloud.com/iplayer.html?$appid=1251419256&$fileid=14651978969256244962&$autoplay=0&$sw=1360&$sh=768"" frameborder=""0"" width=""100%"" height=""768"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244962&$autoplay=0&$sw=640&$sh=360&$def=20,,,,,,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244962&$autoplay=0&$sw=1280&$sh=722&$def=230,
"	14651978969256244964",04springmvc注解开发-springmvc参数绑定-list,正常,"2016-01-20 19:45:19",1062,"	32524800","2016-01-20 19:55:35",计算机-ChenLi,,http://200003447.vod.myqcloud.com/200003447_03b4df2ebf6b11e5b4088514a45150cb.f0.avi,,,http://200003447.vod.myqcloud.com/200003447_03b4df2ebf6b11e5b4088514a45150cb.f20.mp4,,,,,,,,http://200003447.vod.myqcloud.com/200003447_03b4df2ebf6b11e5b4088514a45150cb.f230.av.m3u8,,"<div id=""id_video_container"" style=""width:100%;height:768px;""></div><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/h5connect.js""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""14651978969256244964"",""app_id"":1251419256,""width"":1360,""height"":768};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container"",option);})()</script>",http://qzonestyle.gtimg.cn/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=14651978969256244964&app_id=1251419256&version=1,"<iframe src=""http://play.video.qcloud.com/iplayer.html?$appid=1251419256&$fileid=14651978969256244964&$autoplay=0&$sw=1360&$sh=768"" frameborder=""0"" width=""100%"" height=""768"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244964&$autoplay=0&$sw=640&$sh=360&$def=20,,,,,,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244964&$autoplay=0&$sw=1280&$sh=722&$def=230,
"	14651978969256244969",05springmvc注解开发-validation校验-商品修改校验,正常,"2016-01-20 19:48:15",1659,"	52348928","2016-01-20 19:55:35",计算机-ChenLi,,http://200003447.vod.myqcloud.com/200003447_48dbdefebf6b11e5b4088514a45150cb.f0.avi,,,http://200003447.vod.myqcloud.com/200003447_48dbdefebf6b11e5b4088514a45150cb.f20.mp4,,,,,,,,http://200003447.vod.myqcloud.com/200003447_48dbdefebf6b11e5b4088514a45150cb.f230.av.m3u8,,"<div id=""id_video_container"" style=""width:100%;height:768px;""></div><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/h5connect.js""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""14651978969256244969"",""app_id"":1251419256,""width"":1360,""height"":768};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container"",option);})()</script>",http://qzonestyle.gtimg.cn/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=14651978969256244969&app_id=1251419256&version=1,"<iframe src=""http://play.video.qcloud.com/iplayer.html?$appid=1251419256&$fileid=14651978969256244969&$autoplay=0&$sw=1360&$sh=768"" frameborder=""0"" width=""100%"" height=""768"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244969&$autoplay=0&$sw=640&$sh=360&$def=20,,,,,,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244969&$autoplay=0&$sw=1280&$sh=722&$def=230,
"	14651978969256244975",06springmvc注解开发-validation校验-分组校验,正常,"2016-01-20 19:49:17",539,"	18892288","2016-01-20 19:55:34",计算机-ChenLi,,http://200003447.vod.myqcloud.com/200003447_b19fe1ecbf6b11e5b4732d11c2cae25d.f0.avi,,,http://200003447.vod.myqcloud.com/200003447_b19fe1ecbf6b11e5b4732d11c2cae25d.f20.mp4,,,,,,,,http://200003447.vod.myqcloud.com/200003447_b19fe1ecbf6b11e5b4732d11c2cae25d.f230.av.m3u8,,"<div id=""id_video_container"" style=""width:100%;height:768px;""></div><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/h5connect.js""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""14651978969256244975"",""app_id"":1251419256,""width"":1360,""height"":768};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container"",option);})()</script>",http://qzonestyle.gtimg.cn/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=14651978969256244975&app_id=1251419256&version=1,"<iframe src=""http://play.video.qcloud.com/iplayer.html?$appid=1251419256&$fileid=14651978969256244975&$autoplay=0&$sw=1360&$sh=768"" frameborder=""0"" width=""100%"" height=""768"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244975&$autoplay=0&$sw=640&$sh=360&$def=20,,,,,,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244975&$autoplay=0&$sw=1280&$sh=722&$def=230,
"	14651978969256244979",07springmvc注解开发-数据回显,正常,"2016-01-20 19:51:18",807,"	33733632","2016-01-20 19:55:34",计算机-ChenLi,,http://200003447.vod.myqcloud.com/200003447_d677a2debf6b11e5b4088514a45150cb.f0.avi,,,http://200003447.vod.myqcloud.com/200003447_d677a2debf6b11e5b4088514a45150cb.f20.mp4,,,,,,,,http://200003447.vod.myqcloud.com/200003447_d677a2debf6b11e5b4088514a45150cb.f230.av.m3u8,,"<div id=""id_video_container"" style=""width:100%;height:768px;""></div><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/h5connect.js""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""14651978969256244979"",""app_id"":1251419256,""width"":1360,""height"":768};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container"",option);})()</script>",http://qzonestyle.gtimg.cn/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=14651978969256244979&app_id=1251419256&version=1,"<iframe src=""http://play.video.qcloud.com/iplayer.html?$appid=1251419256&$fileid=14651978969256244979&$autoplay=0&$sw=1360&$sh=768"" frameborder=""0"" width=""100%"" height=""768"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244979&$autoplay=0&$sw=640&$sh=360&$def=20,,,,,,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244979&$autoplay=0&$sw=1280&$sh=722&$def=230,
"	14651978969256244985",08springmvc异常处理-全局异常处理器开发,正常,"2016-01-20 19:53:21",1061,"	33608192","2016-01-20 19:57:12",计算机-ChenLi,,http://200003447.vod.myqcloud.com/200003447_1e789732bf6c11e58ef98568e0be8270.f0.avi,,,http://200003447.vod.myqcloud.com/200003447_1e789732bf6c11e58ef98568e0be8270.f20.mp4,,,,,,,,http://200003447.vod.myqcloud.com/200003447_1e789732bf6c11e58ef98568e0be8270.f230.av.m3u8,,"<div id=""id_video_container"" style=""width:100%;height:768px;""></div><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/h5connect.js""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""14651978969256244985"",""app_id"":1251419256,""width"":1360,""height"":768};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container"",option);})()</script>",http://qzonestyle.gtimg.cn/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=14651978969256244985&app_id=1251419256&version=1,"<iframe src=""http://play.video.qcloud.com/iplayer.html?$appid=1251419256&$fileid=14651978969256244985&$autoplay=0&$sw=1360&$sh=768"" frameborder=""0"" width=""100%"" height=""768"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244985&$autoplay=0&$sw=640&$sh=360&$def=20,,,,,,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244985&$autoplay=0&$sw=1280&$sh=722&$def=230,
"	14651978969256244990",09springmvc异常处理-抛出异常,正常,"2016-01-20 19:55:08",912,"	32342016","2016-01-20 19:59:25",计算机-ChenLi,,http://200003447.vod.myqcloud.com/200003447_6808126abf6c11e58ef98568e0be8270.f0.avi,,,http://200003447.vod.myqcloud.com/200003447_6808126abf6c11e58ef98568e0be8270.f20.mp4,,,,,,,,http://200003447.vod.myqcloud.com/200003447_6808126abf6c11e58ef98568e0be8270.f230.av.m3u8,,"<div id=""id_video_container"" style=""width:100%;height:768px;""></div><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/h5connect.js""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""14651978969256244990"",""app_id"":1251419256,""width"":1360,""height"":768};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container"",option);})()</script>",http://qzonestyle.gtimg.cn/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=14651978969256244990&app_id=1251419256&version=1,"<iframe src=""http://play.video.qcloud.com/iplayer.html?$appid=1251419256&$fileid=14651978969256244990&$autoplay=0&$sw=1360&$sh=768"" frameborder=""0"" width=""100%"" height=""768"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244990&$autoplay=0&$sw=640&$sh=360&$def=20,,,,,,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256244990&$autoplay=0&$sw=1280&$sh=722&$def=230,
"	14651978969256254066",python在线教学-01-走进python,正常,"2016-01-23 20:33:09",897,"	24152368","2016-01-23 20:57:45",计算机-python,,http://200003447.vod.myqcloud.com/200003447_75415fa0c1cd11e5a5080dacff1f8efc.f0.flv,,,http://200003447.vod.myqcloud.com/200003447_75415fa0c1cd11e5a5080dacff1f8efc.f20.mp4,,,,,,,,http://200003447.vod.myqcloud.com/200003447_75415fa0c1cd11e5a5080dacff1f8efc.f230.av.m3u8,,"<div id=""id_video_container"" style=""width:100%;height:768px;""></div><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/h5connect.js""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""14651978969256254066"",""app_id"":1251419256,""width"":1024,""height"":768};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container"",option);})()</script>",http://qzonestyle.gtimg.cn/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=14651978969256254066&app_id=1251419256&version=1,"<iframe src=""http://play.video.qcloud.com/iplayer.html?$appid=1251419256&$fileid=14651978969256254066&$autoplay=0&$sw=1024&$sh=768"" frameborder=""0"" width=""100%"" height=""768"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256254066&$autoplay=0&$sw=640&$sh=480&$def=20,,,,,,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256254066&$autoplay=0&$sw=1280&$sh=960&$def=230,
"	14651978969256254067",python在线教学-02-开始编程吧,正常,"2016-01-23 20:33:11",884,"	21482015","2016-01-23 20:57:45",计算机-python,,http://200003447.vod.myqcloud.com/200003447_766706b4c1cd11e5a5080dacff1f8efc.f0.flv,,,http://200003447.vod.myqcloud.com/200003447_766706b4c1cd11e5a5080dacff1f8efc.f20.mp4,,,,,,,,http://200003447.vod.myqcloud.com/200003447_766706b4c1cd11e5a5080dacff1f8efc.f230.av.m3u8,,"<div id=""id_video_container"" style=""width:100%;height:768px;""></div><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/h5connect.js""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""14651978969256254067"",""app_id"":1251419256,""width"":1024,""height"":768};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container"",option);})()</script>",http://qzonestyle.gtimg.cn/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=14651978969256254067&app_id=1251419256&version=1,"<iframe src=""http://play.video.qcloud.com/iplayer.html?$appid=1251419256&$fileid=14651978969256254067&$autoplay=0&$sw=1024&$sh=768"" frameborder=""0"" width=""100%"" height=""768"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256254067&$autoplay=0&$sw=640&$sh=480&$def=20,,,,,,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256254067&$autoplay=0&$sw=1280&$sh=960&$def=230,
"	14651978969256254068",python在线教学-03-变量,正常,"2016-01-23 20:33:13",873,"	19599175","2016-01-23 20:57:44",计算机-python,,http://200003447.vod.myqcloud.com/200003447_77d43fd0c1cd11e5a5080dacff1f8efc.f0.flv,,,http://200003447.vod.myqcloud.com/200003447_77d43fd0c1cd11e5a5080dacff1f8efc.f20.mp4,,,,,,,,http://200003447.vod.myqcloud.com/200003447_77d43fd0c1cd11e5a5080dacff1f8efc.f230.av.m3u8,,"<div id=""id_video_container"" style=""width:100%;height:768px;""></div><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/h5connect.js""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""14651978969256254068"",""app_id"":1251419256,""width"":1024,""height"":768};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container"",option);})()</script>",http://qzonestyle.gtimg.cn/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=14651978969256254068&app_id=1251419256&version=1,"<iframe src=""http://play.video.qcloud.com/iplayer.html?$appid=1251419256&$fileid=14651978969256254068&$autoplay=0&$sw=1024&$sh=768"" frameborder=""0"" width=""100%"" height=""768"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256254068&$autoplay=0&$sw=640&$sh=480&$def=20,,,,,,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256254068&$autoplay=0&$sw=1280&$sh=960&$def=230,
"	14651978969256254069",python在线教学-04-运算符-表达式,正常,"2016-01-23 20:33:53",1394,"	16390183","2016-01-23 20:57:44",计算机-python,,http://200003447.vod.myqcloud.com/200003447_791669aec1cd11e5a5080dacff1f8efc.f0.flv,,,http://200003447.vod.myqcloud.com/200003447_791669aec1cd11e5a5080dacff1f8efc.f20.mp4,,,,,,,,http://200003447.vod.myqcloud.com/200003447_791669aec1cd11e5a5080dacff1f8efc.f230.av.m3u8,,"<div id=""id_video_container"" style=""width:100%;height:752px;""></div><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/h5connect.js""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""14651978969256254069"",""app_id"":1251419256,""width"":992,""height"":752};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container"",option);})()</script>",http://qzonestyle.gtimg.cn/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=14651978969256254069&app_id=1251419256&version=1,"<iframe src=""http://play.video.qcloud.com/iplayer.html?$appid=1251419256&$fileid=14651978969256254069&$autoplay=0&$sw=992&$sh=752"" frameborder=""0"" width=""100%"" height=""752"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256254069&$autoplay=0&$sw=640&$sh=480&$def=20,,,,,,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256254069&$autoplay=0&$sw=1280&$sh=962&$def=230,
"	14651978969256254070",python在线教学-05-数据类型-数字-字符串,正常,"2016-01-23 20:34:31",1677,"	17894075","2016-01-23 20:57:44",计算机-python,,http://200003447.vod.myqcloud.com/200003447_9079c3b6c1cd11e5a5080dacff1f8efc.f0.flv,,,http://200003447.vod.myqcloud.com/200003447_9079c3b6c1cd11e5a5080dacff1f8efc.f20.mp4,,,,,,,,http://200003447.vod.myqcloud.com/200003447_9079c3b6c1cd11e5a5080dacff1f8efc.f230.av.m3u8,,"<div id=""id_video_container"" style=""width:100%;height:768px;""></div><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/h5connect.js""></script><script type=""text/javascript"">(function(){var option ={""auto_play"":""0"",""file_id"":""14651978969256254070"",""app_id"":1251419256,""width"":1024,""height"":768};/*调用播放器进行播放*/new qcVideo.Player(/*代码中的id_video_container将会作为播放器放置的容器使用,可自行替换*/""id_video_container"",option);})()</script>",http://qzonestyle.gtimg.cn/open/qcloud/video/flash/video_player.swf?swfv=beta1&auto_play=0&file_id=14651978969256254070&app_id=1251419256&version=1,"<iframe src=""http://play.video.qcloud.com/iplayer.html?$appid=1251419256&$fileid=14651978969256254070&$autoplay=0&$sw=1024&$sh=768"" frameborder=""0"" width=""100%"" height=""768"" scrolling=""no""></iframe><!-- 页面内多处使用iframe代码，后面的JS代码只需要使用一次(作用是调整iframe的高度) --><script src=""http://qzonestyle.gtimg.cn/open/qcloud/video/h5/fixifmheight.js"" charset=""utf-8""></script>",,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256254070&$autoplay=0&$sw=640&$sh=480&$def=20,,,,,,,,http://play.video.qcloud.com/qrplayer.html?$appid=1251419256&$fileid=14651978969256254070&$autoplay=0&$sw=1280&$sh=960&$def=230,
